gene_ID1	OG_id1	chr	start	end	length1	str	description1	eAED1	QI1	gene_ID2	OG_id2	start	end	length2	str	description2	eAED2	QI2	overlap
Tfasc_v1.30591-RA	OG0013441	chr25	10999809	11008807	8998	+	Ubiquitin carboxyl-terminal hydrolase 5	0.12	86|0.33|0.30|1|1|1|13|0|933	Tfasc_v1.30590-RA	OG0018908	10998175	10999916	1741	-	enoyl-CoA delta isomerase 2, peroxisomal-like	0.33	132|0.33|0.25|0.5|1|1|4|0|220	108
Tfasc_v1.30628-RA	OG0013423	chr25	11426129	11437013	10884	+	SAP domain containing protein, expressed	0.12	28|1|1|1|0.71|0.62|8|1442|193	Tfasc_v1.30629-RA	OG0013420	11436229	11436831	602	-	uncharacterized protein LOC109726594	0.00	0|-1|0|1|-1|1|1|0|200	603
Tfasc_v1.30685-RA	OG0001372	chr25	11923866	11928089	4223	+	Long chain base biosynthesis protein 2a	0.13	58|1|1|1|1|1|12|429|488	Tfasc_v1.30686-RA	OG0016035	11928073	11932402	4329	-	Poly(A) polymerase I	0.19	0|0.91|0.84|1|1|1|13|471|559	17
Tfasc_v1.07929-RA	OG0011145	chr6	463160	465859	2699	+	transcription factor	0.08	0|0.12|0.11|1|1|1|9|60|539	Tfasc_v1.07930-RA	OG0017172	463722	468008	4286	-	LOC110819141 isoform	0.06	0|1|0.66|1|1|0.66|6|2603|214	2138
Tfasc_v1.07938-RA	OG0000113	chr6	529292	533979	4687	+	pathogenesis-related protein PRB1-3-like	0.32	0|0|0|0.25|1|1|4|0|1111	Tfasc_v1.07937-RA	OG0016333	526684	529951	3267	-	pathogenesis-related protein PRB1-3-like	0.54	0|0|0|1|1|1|2|0|232	660
Tfasc_v1.07968-RA	OG0011124	chr6	755772	759255	3483	+	probable serine incorporator	0.10	16|1|1|1|1|1|6|341|415	Tfasc_v1.07969-RA	OG0011121	759231	762113	2882	-	Protein TIC 55, chloroplastic	0.07	0|1|0.75|1|1|1|4|266|540	25
Tfasc_v1.08002-RA	OG0011114	chr6	1062480	1077984	15504	+	callose synthase 5	0.23	0|0|0|0.92|1|1|38|0|1795	Tfasc_v1.08003-RA	OG0011111	1077522	1081036	3514	-	26S proteasome regulatory subunit RPN11-like isoform X1	0.22	101|0.87|0.88|1|0.87|0.66|9|1150|274	463
Tfasc_v1.08042-RA	OG0011083	chr6	1487466	1490348	2882	+	vesicle-associated membrane protein 711	0.03	0|1|0.75|1|1|1|4|258|225	Tfasc_v1.08043-RC	OG0018927	1489861	1498102	8241	-	26S proteasome regulatory subunit 6A homolog	0.27	126|1|1|1|0.9|0.81|11|230|416	488
Tfasc_v1.08080-RA	OG0018932	chr6	1944926	1950483	5557	+	translation machinery-associated protein 7-like	0.42	0|0.4|0.16|0.66|0.6|0.5|6|0|131	Tfasc_v1.08079-RA	OG0011069	1935504	1945129	9625	-	26S proteasome non-ATPase regulatory subunit 2 homolog A-like	0.10	123|0.95|0.95|1|1|1|22|834|809	204
Tfasc_v1.08106-RA	OG0011053	chr6	2394469	2403493	9024	+	AIG2-like protein D	0.27	239|1|1|1|0.66|0.57|7|1190|172	Tfasc_v1.08107-RA	OG0011051	2400133	2414599	14466	-	auxin response factor 19-like	0.10	0|0.92|0.86|0.93|0.92|0.93|15|380|1095	3361
Tfasc_v1.08166-RA	OG0000467	chr6	4265252	4296013	30761	+	magnesium transporter MRS2-F-like	0.86	0|0|0|0.41|0.72|0.91|12|0|585	Tfasc_v1.08167-RA	OG0000861	4285951	4286097	146	-	30S ribosomal protein S21, chloroplastic	1.00	0|-1|0|1|-1|0|1|0|48	147
Tfasc_v1.08175-RA	OG0001102	chr6	4424285	4425130	845	+	short-chain type dehydrogenase/reductase-like	0.01	0|-1|0|1|-1|1|1|0|281	Tfasc_v1.08176-RA	OG0004283	4424872	4425313	441	-	short-chain type dehydrogenase/reductase-like	0.24	124|1|0.5|1|0|0|2|0|98	259
Tfasc_v1.08201-RA	OG0014356	chr6	5797128	5802876	5748	+	hypothetical protein ACMD2_20234	0.01	334|1|1|1|0.5|0.33|3|427|305	Tfasc_v1.08202-RA	OG0005058	5802537	5808174	5637	-	pentatricopeptide repeat-containing protein At5g44230	0.08	0|0|0|0.4|1|1|5|0|742	340
Tfasc_v1.08385-RA	OG0000211	chr6	13354052	13355002	950	+	serine/threonine-protein phosphatase PP1-like	0.01	0|0|0|1|1|1|2|0|252	Tfasc_v1.08384-RA	OG0015209	13353739	13358388	4649	-	pentatricopeptide repeat-containing protein At4g33170-like	0.03	89|0.5|0.66|1|0|0.33|3|995|567	951
Tfasc_v1.08407-RA	OG0018949	chr6	14570761	14571074	313	+	none	0.00	168|1|0.5|1|0|0|2|0|42	Tfasc_v1.08406-RA	OG0018950	14567317	14592089	24772	-	20 kDa chaperonin, chloroplastic	0.37	0|0|0.25|0.75|1|1|4|0|198	314
Tfasc_v1.08575-RA	OG0007026	chr6	22846429	22850829	4400	+	uncharacterized protein LOC109712207	0.15	0|0|0|1|1|1|3|0|148	Tfasc_v1.08576-RA	OG0007028	22850464	22866924	16460	-	putative transcription elongation factor SPT5 homolog 1	0.14	0|0.86|0.82|0.95|1|1|23|447|1104	366
Tfasc_v1.08621-RA	OG0000362	chr6	23807769	23808932	1163	+	aspartic proteinase nepenthesin-1-like	0.06	0|-1|0|1|-1|1|1|0|387	Tfasc_v1.08620-RA	OG0018963	23803597	23807770	4173	-	Aspartic proteinase nepenthesin-1	0.43	0|0|0|1|1|1|2|0|116	2
Tfasc_v1.08646-RA	OG0001992	chr6	24201991	24207946	5955	+	prolyl-tRNA synthetase associated domain-containing protein 1	0.20	0|0.41|0.30|0.92|0.91|0.84|13|1230|329	Tfasc_v1.08647-RA	OG0007042	24207345	24208568	1223	-	L-type lectin-domain containing receptor kinase S.4-like	0.18	0|-1|0|1|-1|1|1|0|407	602
Tfasc_v1.08734-RA	OG0007067	chr6	25338669	25344709	6040	+	Mediator of RNA polymerase II transcription subunit 6	0.13	0|0.8|0.66|0.83|1|1|6|369|322	Tfasc_v1.08735-RA	OG0003207	25344680	25347659	2979	-	beta carbonic anhydrase 5, chloroplastic	0.19	168|1|1|1|1|1|9|316|312	30
Tfasc_v1.08743-RA	OG0007069	chr6	25424436	25431332	6896	+	chaperone protein dnaJ isoform 1	0.45	0|0.66|0.57|0.71|1|1|7|92|204	Tfasc_v1.08742-RA	OG0003206	25415151	25425142	9991	-	Glucose-6-phosphate isomerase 1, chloroplastic	0.12	399|1|1|1|0.92|0.86|15|380|616	707
Tfasc_v1.08757-RA	OG0017980	chr6	25602275	25602754	479	+	50S ribosomal protein L18	0.15	0|-1|0|1|-1|1|1|0|159	Tfasc_v1.08756-RA	OG0003208	25593888	25607883	13995	-	protein DMR6-LIKE OXYGENASE 2-like	0.05	128|1|1|1|0.66|0.5|4|314|363	480
Tfasc_v1.08796-RA	OG0018981	chr6	25997465	25998127	662	+	7-deoxyloganetin glucosyltransferase	0.41	30|1|1|1|0|0|2|209|133	Tfasc_v1.08795-RA	OG0000212	25996283	25997960	1677	-	7-deoxyloganetin glucosyltransferase	0.39	44|0.5|0.33|1|1|1|3|0|485	496
Tfasc_v1.08860-RA	OG0016734	chr6	26561470	26562795	1325	+	Pentatricopeptide repeat-containing protein OGR1, mitochondrial	0.32	604|1|0.66|1|0|0|3|0|144	Tfasc_v1.08861-RA	OG0018983	26562022	26563791	1769	-	Pentatricopeptide repeat-containing protein OGR1, mitochondrial	0.42	0|-1|0|1|-1|1|1|0|589	774
Tfasc_v1.08890-RA	OG0007145	chr6	26774481	26776406	1925	+	protein RKD1-like	0.41	0|0|0|1|1|1|4|0|293	Tfasc_v1.08891-RA	OG0007147	26776333	26784291	7958	-	ATP-dependent zinc metalloprotease FTSH 6, chloroplastic	0.16	2654|1|1|1|1|0.66|6|536|673	74
Tfasc_v1.08899-RA	OG0007144	chr6	26838316	26842428	4112	+	protein BOBBER 1	0.12	77|1|1|1|1|1|6|1952|301	Tfasc_v1.08900-RA	OG0007158	26840890	26842764	1874	-	pentatricopeptide repeat-containing protein At5g66520-like	0.25	0|-1|0|1|-1|1|1|0|624	1539
Tfasc_v1.08915-RA	OG0007161	chr6	26949943	26953607	3664	+	protein LSM12 homolog	0.11	0|0.75|0.6|1|0.75|0.8|5|368|189	Tfasc_v1.08914-RA	OG0001905	26946992	26950097	3105	-	Protein ALTERED XYLOGLUCAN 4	0.37	0|0|0|0.66|1|1|3|0|462	155
Tfasc_v1.09007-RA	OG0018993	chr6	27663503	27665033	1530	+	protein PLANT CADMIUM RESISTANCE 2-like	0.06	67|1|1|1|1|1|4|213|188	Tfasc_v1.09008-RA	OG0001350	27664692	27667929	3237	-	Soluble inorganic pyrophosphatase 1	0.26	331|0.77|0.9|1|0.77|0.9|10|544|212	342
Tfasc_v1.09002-RA	OG0007209	chr6	27625437	27629028	3591	+	lysine histidine transporter-like 6	0.12	0|0|0|1|1|1|8|0|435	Tfasc_v1.09003-RA	OG0007212	27628774	27633959	5185	-	carbon catabolite repressor protein 4 homolog 3 isoform X1	0.18	80|1|1|1|1|0.92|13|1819|178	255
Tfasc_v1.09004-RA	OG0007208	chr6	27633740	27637599	3859	+	uncharacterized protein LOC109711678	0.21	0|0.83|0.71|0.85|0.83|0.71|7|325|306	Tfasc_v1.09003-RA	OG0007212	27628774	27633959	5185	-	carbon catabolite repressor protein 4 homolog 3 isoform X1	0.18	80|1|1|1|1|0.92|13|1819|178	220
Tfasc_v1.09039-RA	OG0003239	chr6	27905473	27913033	7560	+	probable acyl-activating enzyme 17, peroxisomal	0.23	79|1|1|1|0.92|0.86|15|868|721	Tfasc_v1.09040-RA	OG0001351	27910697	27915085	4388	-	Protein trichome birefringence-like 19	0.16	0|0|0.33|1|1|1|3|561|544	2337
Tfasc_v1.09047-RA	OG0003239	chr6	27959395	27966992	7597	+	probable acyl-activating enzyme 17, peroxisomal	0.26	290|1|1|1|0.92|0.86|15|865|657	Tfasc_v1.09048-RA	OG0001351	27964661	27969251	4590	-	Protein trichome birefringence-like 19	0.14	205|0|0.66|1|1|1|3|561|499	2332
Tfasc_v1.09068-RA	OG0007232	chr6	28078682	28086253	7571	+	Kanadaptin	0.19	0|0.36|0.25|0.91|1|1|12|391|714	Tfasc_v1.09069-RA	OG0007235	28086182	28100618	14436	-	DNA topoisomerase 1	0.16	232|0.90|0.86|1|0.95|0.90|22|393|1111	72
Tfasc_v1.09074-RA	OG0003242	chr6	28142512	28144022	1510	+	UDP-glycosyltransferase 89B1	0.00	0|0|0|1|1|1|2|0|473	Tfasc_v1.09075-RA	OG0002079	28143611	28143985	374	-	UDP-glycosyltransferase 89B1	0.25	0|-1|0|1|-1|1|1|0|124	375
Tfasc_v1.09106-RA	OG0003248	chr6	28381110	28383112	2002	+	Extradiol ring-cleavage dioxygenase	0.28	197|1|1|1|1|1|3|79|266	Tfasc_v1.09107-RA	OG0007261	28381975	28387536	5561	-	DNA-directed RNA polymerases IV and V subunit 4	0.32	0|1|0.9|1|0.88|0.8|10|1835|296	1138
Tfasc_v1.09109-RA	OG0007252	chr6	28391019	28394056	3037	+	ATP-dependent 6-phosphofructokinase 2	0.15	264|1|1|1|1|1|3|299|470	Tfasc_v1.09110-RA	OG0007260	28394035	28397170	3135	-	39S ribosomal protein L46, mitochondrial	0.18	55|1|1|1|1|1|6|359|245	22
Tfasc_v1.09152-RA	OG0007266	chr6	28618950	28619612	662	+	uclacyanin 1-like	0.39	0|0|0|1|1|1|2|0|193	Tfasc_v1.09151-RA	OG0006134	28618509	28624199	5690	-	putative BPI/LBP family protein At1g04970	0.13	112|0.85|0.62|1|0.85|0.62|8|1320|463	663
Tfasc_v1.09167-RA	OG0007277	chr6	28695086	28697252	2166	+	transcription factor bHLH122-like	0.09	102|1|0.8|1|1|0.8|5|1021|186	Tfasc_v1.09168-RA	OG0001267	28696778	28712717	15939	-	probable glucosamine 6-phosphate N-acetyltransferase 2	0.29	0|0.28|0.12|0.62|1|1|8|345|311	475
Tfasc_v1.09199-RA	OG0004654	chr6	28926518	28936834	10316	+	zeaxanthin epoxidase, chloroplastic-like isoform X1	0.43	158|0.8|0.66|1|0.6|0.5|6|0|249	Tfasc_v1.09200-RA	OG0000657	28930427	28931554	1127	-	hypothetical protein ACMD2_14068	0.28	0|-1|0|1|-1|1|1|0|375	1128
Tfasc_v1.09204-RA	OG0004654	chr6	28967036	28977352	10316	+	zeaxanthin epoxidase, chloroplastic-like isoform X1	0.43	158|0.8|0.66|1|0.6|0.5|6|0|228	Tfasc_v1.09205-RA	OG0000657	28970945	28972072	1127	-	hypothetical protein ACMD2_14068	0.28	0|-1|0|1|-1|1|1|0|375	1128
Tfasc_v1.09207-RA	OG0019006	chr6	29000053	29001577	1524	+	predicted protein	0.00	602|1|1|1|0|0|2|17|269	Tfasc_v1.09208-RA	OG0000657	29000318	29001445	1127	-	hypothetical protein ACMD2_14068	0.37	0|-1|0|1|-1|1|1|0|375	1128
Tfasc_v1.09209-RA	OG0019006	chr6	29010245	29011769	1524	+	predicted protein	0.08	602|1|1|1|0|0|2|17|269	Tfasc_v1.09210-RA	OG0000657	29010510	29011637	1127	-	hypothetical protein ACMD2_14068	0.37	0|-1|0|1|-1|1|1|0|375	1128
Tfasc_v1.09242-RA	OG0012883	chr6	29309809	29313675	3866	+	rab escort protein 1	0.39	0|0.66|0.71|0.85|1|1|7|1795|265	Tfasc_v1.09243-RA	OG0012884	29312389	29314304	1915	-	transcription termination factor MTERF6, chloroplastic/mitochondrial	0.13	0|0|0|0.4|1|1|5|0|396	1287
Tfasc_v1.27135-RA	OG0004477	chr22	2161757	2163843	2086	+	membrane protein PM19L	0.03	135|1|1|1|1|1|4|176|169	Tfasc_v1.27136-RA	OG0019015	2161832	2163576	1744	-	membrane protein PM19L	0.64	0|0|0.25|0.75|1|0.75|4|0|175	1745
Tfasc_v1.27140-RA	OG0019015	chr22	2175395	2175610	215	+	membrane protein PM19L	0.46	0|-1|0|1|-1|1|1|0|71	Tfasc_v1.27139-RA	OG0004477	2174582	2176666	2084	-	membrane protein PM19L	0.03	136|1|1|1|1|1|4|175|169	216
Tfasc_v1.27157-RA	OG0005443	chr22	2630944	2639277	8333	+	Serine carboxypeptidase II-3	0.21	0|0.2|0.16|0.83|0.8|0.83|6|0|473	Tfasc_v1.27158-RA	OG0019016	2631544	2631975	431	-	Serine carboxypeptidase II-3	0.44	12|0|0.5|1|0|0|2|0|121	432
Tfasc_v1.27161-RA	OG0016348	chr22	2662152	2664149	1997	+	uncharacterized protein LOC109726367	0.66	0|0|0|0.75|0.66|0.5|4|0|183	Tfasc_v1.27160-RA	OG0016062	2660117	2679973	19856	-	cyclin-dependent kinase D-1	0.18	0|0.83|0.71|1|1|1|7|631|429	1998
Tfasc_v1.27322-RA	OG0000048	chr22	8494432	8494774	342	+	none	0.34	0|1|0.5|1|0|0|2|80|66	Tfasc_v1.27321-RA	OG0000150	8494297	8500070	5773	-	none	0.00	0|1|0.5|1|0|0|2|71|61	343
Tfasc_v1.27357-RA	OG0005564	chr22	9172277	9172605	328	+	no_blast-ips	0.00	0|1|0.5|1|0|0|2|0|103	Tfasc_v1.27356-RA	OG0000071	9170399	9174755	4356	-	putative nuclease HARBI1	0.54	0|0|0|0.33|1|1|3|0|251	329
Tfasc_v1.27371-RA	OG0000273	chr22	9385930	9393133	7203	+	putative nuclease HARBI1	0.51	0|0|0|0.5|1|1|2|0|210	Tfasc_v1.27372-RA	OG0003181	9392538	9394840	2302	-	S-adenosylmethionine-dependent methyltransferase domain-containing protein	0.00	123|1|1|1|1|1|2|647|331	596
Tfasc_v1.27403-RA	OG0015664	chr22	10022276	10050298	28022	+	protein TIC 20-I, chloroplastic-like	0.51	0|0|0|0.5|1|1|4|0|343	Tfasc_v1.27404-RA	OG0012257	10044832	10045403	571	-	Myb/SANT-like DNA-binding domain protein	0.50	0|0|0|1|1|1|3|0|107	572
Tfasc_v1.27515-RA	OG0006962	chr22	12535456	12543738	8282	+	probable indole-3-acetic acid-amido synthetase GH3.11 isoform X1	0.07	0|0|0|0.8|1|1|5|0|653	Tfasc_v1.27514-RA	OG0000014	12515105	12540039	24934	-	uncharacterized protein LOC109725889	0.50	862|0.2|0.33|0.33|0.8|0.66|6|0|477	4584
Tfasc_v1.27641-RA	OG0001977	chr22	13791285	13792290	1005	+	ocs element-binding factor 1-like	0.45	0|0|0|0.66|1|1|3|0|135	Tfasc_v1.27640-RA	OG0019036	13791218	13792012	794	-	putative nuclease HARBI1	0.50	0|0|0|0.5|1|1|2|0|131	728
Tfasc_v1.27667-RA	OG0006909	chr22	13974094	13976377	2283	+	probable enoyl-CoA hydratase 1, peroxisomal	0.30	154|1|1|1|1|1|3|348|261	Tfasc_v1.27668-RA	OG0013222	13974181	13974552	371	-	probable enoyl-CoA hydratase 1, peroxisomal	1.00	0|-1|0|1|-1|0|1|0|123	372
Tfasc_v1.27706-RA	OG0006885	chr22	14403764	14405947	2183	+	50S ribosomal protein 5 alpha, chloroplastic isoform X1	0.10	174|1|1|1|1|1|2|820|153	Tfasc_v1.27707-RA	OG0006890	14405331	14413591	8260	-	Alpha-L-arabinofuranosidase 1	0.18	317|0.88|0.89|1|0.83|0.78|19|209|677	617
Tfasc_v1.27890-RA	OG0003142	chr22	15783196	15784240	1044	+	uncharacterized protein LOC109723868	0.08	248|1|0.5|1|1|1|2|0|238	Tfasc_v1.27889-RA	OG0006777	15778520	15783801	5281	-	transmembrane protein 209	0.10	420|0.55|0.6|0.9|0.77|0.9|10|232|838	606
Tfasc_v1.27916-RA	OG0016687	chr22	15959999	15970522	10523	+	two-component response regulator-like PRR37 isoform X1	0.14	0|0.72|0.66|0.83|1|1|12|901|1042	Tfasc_v1.27917-RA	OG0006763	15970060	15974027	3967	-	elongator complex protein 6	0.38	0|0.62|0.55|0.88|1|1|9|0|428	463
Tfasc_v1.27971-RA	OG0006743	chr22	16313296	16318396	5100	+	THO complex subunit 4A-like	0.04	0|0.8|0.83|1|0.8|0.66|6|1979|326	Tfasc_v1.27972-RA	OG0003131	16318319	16322767	4448	-	serine carboxypeptidase-like	0.13	180|1|1|1|1|0.9|10|342|520	78
Tfasc_v1.28015-RA	OG0006714	chr22	16635726	16644480	8754	+	Serine/arginine repetitive matrix protein 1	0.13	0|0.86|0.87|0.93|0.93|0.81|16|3794|198	Tfasc_v1.28014-RA	OG0006711	16626164	16635820	9656	-	Transcription initiation factor IIA subunit 1	0.21	203|1|1|1|1|1|11|234|380	95
Tfasc_v1.28051-RA	OG0019055	chr22	16855204	16858477	3273	+	no_blast-ips	0.38	0|1|0|1|0|0|2|0|76	Tfasc_v1.28052-RA	OG0001304	16857002	16859407	2405	-	50S ribosomal protein L4, chloroplastic	0.00	774|1|1|1|1|1|2|2|173	1476
Tfasc_v1.28058-RA	OG0019055	chr22	16876431	16879211	2780	+	no_blast-ips	0.38	5|1|0.5|1|0|0|2|0|75	Tfasc_v1.28059-RA	OG0001304	16877735	16880141	2406	-	50S ribosomal protein L4, chloroplastic	0.00	81|1|1|1|1|1|2|299|305	1477
Tfasc_v1.28058-RA	OG0019055	chr22	16876431	16879211	2780	+	no_blast-ips	0.38	5|1|0.5|1|0|0|2|0|75	Tfasc_v1.28057-RA	OG0006702	16873401	16876644	3243	-	coronatine-insensitive protein homolog 2-like	0.11	325|1|1|1|0.75|0.4|5|471|585	214
Tfasc_v1.06504-RA	OG0015564	chr5	401366	406839	5473	+	E3 ubiquitin-protein ligase SINAT2	0.31	0|0.5|0.42|0.85|0.83|0.71|7|481|393	Tfasc_v1.06503-RA	OG0015563	396786	401580	4794	-	altered inheritance rate of mitochondria protein 25	0.12	307|1|1|1|0.90|0.91|12|200|400	215
Tfasc_v1.06537-RA	OG0015541	chr5	671946	682623	10677	+	uncharacterized protein LOC109714586	0.35	0|0.16|0.14|0.28|0.83|0.71|7|270|286	Tfasc_v1.06538-RA	OG0015146	677007	677543	536	-	probable calcium-binding protein CML18	0.22	0|-1|0|1|-1|1|1|0|178	537
Tfasc_v1.06583-RA	OG0000398	chr5	1042252	1045077	2825	+	Zinc knuckle	0.28	0|-1|0|1|-1|1|1|0|941	Tfasc_v1.06582-RA	OG0000709	1032518	1050067	17549	-	probable methyltransferase PMT2	0.20	434|0.85|0.73|1|0.92|0.86|15|575|900	2826
Tfasc_v1.06616-RA	OG0001160	chr5	1322393	1325574	3181	+	mitochondrial pyruvate carrier 4	0.10	331|1|1|1|0.8|0.66|6|1137|108	Tfasc_v1.06615-RA	OG0015982	1320075	1322400	2325	-	putative pterin-4-alpha-carbinolamine dehydratase	0.16	107|1|1|1|1|1|3|229|211	8
Tfasc_v1.06665-RA	OG0017313	chr5	1704235	1710162	5927	+	transcription factor MYBS3	0.20	33|1|1|1|0.5|0.4|5|2096|311	Tfasc_v1.06666-RA	OG0012303	1708277	1712210	3933	-	Hexose carrier protein HEX6	0.09	0|1|0.5|1|1|1|2|364|471	1886
Tfasc_v1.06758-RA	OG0003293	chr5	2518379	2523299	4920	+	putative magnesium transporter MRS2-G	0.06	280|1|1|1|1|1|4|250|459	Tfasc_v1.06757-RA	OG0012362	2512737	2518534	5797	-	Uncharacterized conserved protein UCP014543	0.35	0|0.87|0.77|0.88|1|1|9|539|249	156
Tfasc_v1.06787-RA	OG0012368	chr5	2719213	2723871	4658	+	glutathione S-transferase F10-like	0.38	0|0|0|0.8|0.5|0.4|5|0|267	Tfasc_v1.06788-RA	OG0019078	2723563	2724614	1051	-	Protein IQ-DOMAIN 31	0.04	0|0|0|1|1|1|2|0|277	309
Tfasc_v1.06796-RA	OG0012376	chr5	2788670	2792754	4084	+	coiled-coil domain-containing protein 124-like	0.38	57|1|1|1|0.66|0.5|4|445|237	Tfasc_v1.06797-RA	OG0012380	2792293	2793947	1654	-	UPF0548 protein At2g17695 isoform X2	0.42	0|1|0.75|1|0.66|0.5|4|254|229	462
Tfasc_v1.06930-RA	OG0002493	chr5	4179211	4181994	2783	+	uncharacterized protein LOC109714375	0.06	0|0|0|1|1|1|2|0|165	Tfasc_v1.06931-RA	OG0012821	4181668	4185280	3612	-	Anthranilate phosphoribosyltransferase, chloroplastic	0.11	25|1|1|1|1|1|11|789|402	327
Tfasc_v1.06932-RA	OG0004642	chr5	4193677	4194213	536	+	PAM68-like protein	0.01	0|-1|0|1|-1|1|1|0|178	Tfasc_v1.06933-RA	OG0012822	4194047	4200002	5955	-	C-terminal binding protein AN	0.11	0|1|0.85|1|1|1|7|685|659	167
Tfasc_v1.06961-RA	OG0001182	chr5	4558796	4559392	596	+	Vitamin K-dependent S	0.67	0|-1|0|1|-1|1|1|0|198	Tfasc_v1.06962-RA	OG0000545	4558954	4559355	401	-	Vitamin K-dependent S	0.08	0|-1|0|1|-1|1|1|0|133	402
Tfasc_v1.07007-RA	OG0001055	chr5	5234475	5239979	5504	+	cytochrome P450 704C1-like	0.12	57|1|1|1|0.83|0.71|7|186|522	Tfasc_v1.07008-RA	OG0004060	5239970	5243232	3262	-	Copper chaperone for superoxide dismutase, chloroplastic	0.18	51|1|1|1|1|1|6|199|316	10
Tfasc_v1.07003-RA	OG0001055	chr5	5204834	5207860	3026	+	cytochrome P450 704C1-like	0.13	43|1|1|1|0.83|0.71|7|186|530	Tfasc_v1.07004-RA	OG0004060	5207851	5211113	3262	-	Copper chaperone for superoxide dismutase, chloroplastic	0.20	51|1|1|1|1|1|6|199|316	10
Tfasc_v1.07100-RA	OG0002731	chr5	8274402	8283184	8782	+	fanconi-associated nuclease 1 homolog isoform X1	0.26	39|0.77|0.5|0.8|1|1|10|0|533	Tfasc_v1.07101-RA	OG0000018	8282697	8282879	182	-	serine/threonine-protein phosphatase 7 long form homolog	0.42	0|-1|0|1|-1|0|1|0|60	183
Tfasc_v1.07156-RA	OG0000084	chr5	10614410	10622083	7673	+	sister chromatid cohesion protein SCC2 isoform X1	0.06	0|0.33|0|0.75|1|1|4|0|314	Tfasc_v1.07157-RA	OG0002780	10621105	10621556	451	-	no_blast-ips	0.00	26|1|1|1|0|0|2|188|52	452
Tfasc_v1.07211-RC	OG0000558	chr5	14127973	14134278	6305	+	reticulon-like protein B18	0.43	0|0.5|0|1|1|1|7|0|335	Tfasc_v1.07212-RA	OG0016264	14128221	14128650	429	-	reticulon-like protein B18	0.00	0|1|0|1|0|0|2|0|109	430
Tfasc_v1.07310-RA	OG0000150	chr5	18987424	18993538	6114	+	none	0.36	0|1|0.5|1|0|0|2|69|61	Tfasc_v1.07311-RA	OG0000048	18993074	18993327	253	-	no_blast-ips	0.00	0|1|0.5|1|0|0|2|0|64	254
Tfasc_v1.07584-RA	OG0013142	chr5	27623988	27636590	12602	+	protein PHOSPHATE STARVATION RESPONSE 2-like	0.32	270|1|1|1|0.75|0.66|9|498|460	Tfasc_v1.07585-RA	OG0019115	27625940	27627561	1621	-	Imidazole glycerol phosphate synthase hisHF, chloroplastic	0.79	0|0|0|0.8|1|1|5|0|201	1622
Tfasc_v1.07659-RA	OG0010460	chr5	28398880	28403446	4566	+	Gibberellin 2-beta-dioxygenase 8	0.11	0|0|0|1|1|1|3|0|343	Tfasc_v1.07660-RA	OG0010454	28401909	28406437	4528	-	uncharacterized protein LOC109714405	0.05	309|1|1|1|0.33|0|4|787|307	1538
Tfasc_v1.07677-RA	OG0010448	chr5	28538611	28540298	1687	+	transmembrane protein, putative	0.04	0|0|0|1|1|1|2|0|283	Tfasc_v1.07678-RA	OG0010451	28538826	28553431	14605	-	endoribonuclease Dicer homolog 3b isoform X1	0.17	292|0.96|0.92|1|0.96|0.92|27|137|1623	1473
Tfasc_v1.07679-RA	OG0010449	chr5	28554195	28556251	2056	+	nicotinamidase 2-like	0.29	75|1|1|1|0.5|0.33|3|799|202	Tfasc_v1.07680-RB	OG0010444	28555448	28559962	4514	-	zinc finger protein 346-like	0.15	2110|0.5|0.66|1|0.5|0.33|3|0|244	804
Tfasc_v1.07708-RA	OG0010433	chr5	28785756	28790158	4402	+	ABC transporter G family member 11	0.05	487|1|1|1|0.9|0.81|11|362|733	Tfasc_v1.07709-RA	OG0017026	28787051	28787281	230	-	ATP-binding cassette sub-family G member 2	0.02	0|-1|0|1|-1|0|1|0|76	231
Tfasc_v1.07730-RA	OG0003979	chr5	28923270	28925937	2667	+	pentatricopeptide repeat-containing protein At2g20710, mitochondrial	0.00	146|1|1|1|1|1|2|97|519	Tfasc_v1.07729-RA	OG0003975	28920949	28923291	2342	-	pentatricopeptide repeat-containing protein At4g21705, mitochondrial	0.02	65|1|1|1|1|1|2|181|506	22
Tfasc_v1.07738-RA	OG0019120	chr5	28963282	28966426	3144	+	no_blast-ips	0.41	63|1|1|1|0|0|2|147|119	Tfasc_v1.07737-RA	OG0019121	28960927	28972573	11646	-	methyl-CpG-binding domain-containing protein 13	0.38	0|0|0|0.25|1|1|8|0|909	3145
Tfasc_v1.07774-RA	OG0003968	chr5	29259440	29267297	7857	+	SET and MYND domain-containing protein 4-like	0.05	97|1|1|1|1|1|15|654|822	Tfasc_v1.07775-RA	OG0010405	29266202	29273523	7321	-	probable LRR receptor-like serine/threonine-protein kinase At1g63430	0.11	260|1|1|1|0.92|0.85|14|571|651	1096
Tfasc_v1.07803-RA	OG0010385	chr5	29469063	29478241	9178	+	formin-like protein 3 isoform X1	0.18	237|0.91|0.83|1|0.86|0.83|24|378|1239	Tfasc_v1.07804-RA	OG0010383	29478240	29483856	5616	-	aldehyde dehydrogenase family 3 member F1	0.31	162|1|1|1|1|1|10|250|476	2
Tfasc_v1.07818-RA	OG0010378	chr5	29602313	29606579	4266	+	Pyridoxal reductase, chloroplastic	0.16	37|1|1|1|1|1|8|340|380	Tfasc_v1.07819-RA	OG0000326	29606563	29609704	3141	-	methionine gamma-lyase	0.21	55|0.5|0.33|1|1|1|3|0|437	17
